Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
18,Sun,January 7,1:00PM ET,boxscore,L,,2-15,,Tampa Bay Buccaneers,0,9,11,199,68,131,2,14,228,115,113,,-13.18,7.74,-6.13
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 8,1:00PM ET,boxscore,L,,0-1,@,New Orleans Saints,10,47,11,193,135,58,3,22,379,199,180,1,-17.04,-19.08,0.61
2,Sun,September 15,1:00PM ET,boxscore,L,,0-2,,Los Angeles Chargers,3,26,7,159,69,90,1,21,349,130,219,2,-22.45,-6.70,5.45
3,Sun,September 22,4:05PM ET,boxscore,W,,1-2,@,Las Vegas Raiders,36,22,24,437,306,131,,20,331,276,55,1,15.32,-1.38,-0.97
4,Sun,September 29,1:00PM ET,boxscore,L,,1-3,,Cincinnati Bengals,24,34,24,375,220,155,1,24,373,232,141,1,6.20,-13.19,-0.49
5,Sun,October 6,1:00PM ET,boxscore,L,,1-4,@,Chicago Bears,10,36,14,292,172,120,3,24,424,296,128,,-10.09,-13.90,2.68
6,Sun,October 13,4:25PM ET,boxscore,L,,1-5,,Atlanta Falcons,20,38,21,335,221,114,2,25,423,225,198,1,-3.27,-12.46,0.54
7,Sun,October 20,4:05PM ET,boxscore,L,,1-6,@,Washington Commanders,7,40,10,180,85,95,2,26,421,207,214,,-17.78,-20.00,5.00
8,Sun,October 27,4:25PM ET,boxscore,L,,1-7,@,Denver Broncos,14,28,16,284,215,69,2,23,400,298,102,2,-10.80,-9.09,4.01
9,Sun,November 3,1:00PM ET,boxscore,W,,2-7,,New Orleans Saints,23,22,15,246,166,80,1,25,427,230,197,,3.79,-8.56,3.89
10,Sun,November 10,9:30AM ET,boxscore,W,OT,3-7,,New York Giants,20,17,15,306,118,188,1,24,342,175,167,3,-3.90,2.48,5.27
12,Sun,November 24,1:00PM ET,boxscore,L,,3-8,,Kansas City Chiefs,27,30,21,334,249,85,,27,391,226,165,,12.51,-20.35,2.84
